,dr2_source_id,dr3_source_id,tic_id,parallax,parallax_unc,galex_fuv,galex_fuv_unc,galex_fafl,galex_nuv,galex_nuv_unc,galex_nafl,skymapper_u,skymapper_u_unc,skymapper_v,skymapper_v_unc,skymapper_g,skymapper_g_unc,skymapper_r,skymapper_r_unc,skymapper_i,skymapper_i_unc,skymapper_z,skymapper_z_unc,sdss_u,sdss_u_unc,sdss_g,sdss_g_unc,sdss_r,sdss_r_unc,sdss_i,sdss_i_unc,sdss_z,sdss_z_unc,gaia_g,gaia_g_unc,gaia_bp,gaia_bp_unc,gaia_rp,gaia_rp_unc,tmass_j,tmass_j_unc,tmass_h,tmass_h_unc,tmass_k,tmass_k_unc,wise_w1,wise_w1_unc,wise_w2,wise_w2_unc,allsky_w1,allsky_w1_unc,allsky_w2,allsky_w2_unc
59,3892975987936521216,3892975987936521216,376814040,13.8715185148195,0.027471755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.057452,0.0003,9.385047,0.002,8.5976,0.002,,,,,,,,,,,,,,
60,3810129607849241344,3810129607849241344,425312528,3.49649833251438,0.022909243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.294975,0.0003,,,,,10.404,0.0242,10.198,0.0212,10.162,0.0173,10.121,0.022,10.152,0.02,,,,
61,3816819414549676544,3816819414549676544,425284468,1.97368242568861,0.016467536,,,,,,,,,,,,,,,,,,,12.64549,0.01597112,,,,,,,,,11.134824,0.0003,,,,,10.129,0.0179,9.869,0.0223,9.802,0.0193,9.74,0.022,9.769,0.02,,,,
62,3810994236305419264,3810994236305419264,301609305,2.80847909950691,0.018715803,19.965,0.1909,0,14.8202,0.0075,0,,,,,,,,,,,,,12.49699,0.02013824,,,,,,,,,11.181249,0.0003,,,,,10.371,0.0206,10.13,0.02,10.071,0.0191,10.038,0.022,10.068,0.021,,,,
63,3814025005747723008,3814025005747723008,363572315,3.02083582229891,0.015729098,,,,,,,,,,,,,,,,,,,13.82139,0.01017599,,,,,,,12.12854,0.01757654,12.333201,0.0003,,,,,11.278,0.0185,10.985,0.0247,10.907,0.018,10.874,0.023,10.894,0.021,,,,
64,3813720711609096832,3813720711609096832,363458904,1.6667218136946,0.017149467,,,0,17.5577,0.037,0,,,,,,,,,,,,,14.20834,0.01801817,,,,,,,12.20146,0.02328674,12.419622,0.0003,,,,,11.299,0.0245,10.983,0.0258,10.871,0.0244,10.847,0.023,10.88,0.021,,,,
65,3811775611115691264,3811775611115691264,301609198,2.29019332558815,0.042130906,19.1345,0.1262,0,14.8961,0.0077,0,,,,,,,,,,,,,12.98015,0.01586119,,,,,,,,,11.716094,0.0003,,,,,11.021,0.0185,10.833,0.0225,10.821,0.0191,10.774,0.023,10.795,0.02,,,,
66,3812581931096072064,3812581931096072064,363530924,3.34347131993903,0.01592926,,,0,16.1828,0.0175,1,,,,,,,,,,,,,13.25698,0.01793483,,,,,,,,,11.80393,0.0003,,,,,10.81,0.0229,10.503,0.0223,10.459,0.0228,10.407,0.023,10.43,0.02,,,,
67,3812715075082239104,3812715075082239104,363517405,2.30631376003341,0.017872246,,,0,16.1441,0.0214,0,,,,,,,,,,,,,13.45375,0.01286333,,,,,,,11.79038,0.01875597,11.98897,0.0003,,,,,10.916,0.0242,10.636,0.0223,10.556,0.0171,10.548,0.023,10.561,0.02,,,,
68,3910863633370691968,3910863633370691968,388914551,4.28204115156989,0.025193963,,,0,15.7111,0.0113,0,,,,,,,,,,,,,,,,,,,,,,,11.190046,0.0003,,,,,10.118,0.0211,9.827,0.0216,9.762,0.0209,9.694,0.022,9.725,0.02,,,,
69,3814197422914661120,3814197422914661120,363570472,3.6154467967132,0.0151648205,,,,,,,,,,,,,,,,,,,12.87608,0.0164925,,,,,,,11.50304,0.01029608,11.615026,0.0003,,,,,10.657,0.0161,10.399,0.0223,10.365,0.0212,10.322,0.023,10.341,0.02,,,,
70,3831348872299762432,3831348872299762432,277840337,2.08586265668525,0.0176637,22.0299,0.5357,256,16.1394,0.0189,0,,,,,,,,,,,,,13.59202,0.01732552,,,,,,,,,12.1946,0.0003,,,,,11.235,0.0211,11.011,0.0223,10.946,0.0209,10.913,0.022,10.949,0.021,,,,
71,3855475490307708032,3855475490307708032,277875110,6.00811639574297,0.017607747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.865032,0.0003,,,,,9.932,0.0229,9.658,0.0196,9.595,0.0193,9.532,0.022,9.553,0.02,,,,
